Date,Hour,LocationName,Count,WeekDay,WeekNum,Month,Year
31/03/2010,19:00,"Dortmund Square	",554,Wednesday,13,March,2010
31/03/2010,20:00,"Dortmund Square	",402,Wednesday,13,March,2010
31/03/2010,21:00,"Dortmund Square	",218,Wednesday,13,March,2010
31/03/2010,22:00,"Dortmund Square	",215,Wednesday,13,March,2010
31/03/2010,23:00,"Dortmund Square	",100,Wednesday,13,March,2010
01/04/2010,00:00,"Dortmund Square	",26,Thursday,13,March,2010
01/04/2010,01:00,"Dortmund Square	",32,Thursday,13,March,2010
01/04/2010,02:00,"Dortmund Square	",15,Thursday,13,March,2010
01/04/2010,03:00,"Dortmund Square	",5,Thursday,13,March,2010
01/04/2010,04:00,"Dortmund Square	",3,Thursday,13,March,2010
01/04/2010,05:00,"Dortmund Square	",25,Thursday,13,March,2010
01/04/2010,06:00,"Dortmund Square	",81,Thursday,13,March,2010
01/04/2010,07:00,"Dortmund Square	",320,Thursday,13,March,2010
01/04/2010,08:00,"Dortmund Square	",763,Thursday,13,March,2010
01/04/2010,09:00,"Dortmund Square	",1592,Thursday,13,March,2010
01/04/2010,10:00,"Dortmund Square	",2892,Thursday,13,March,2010
01/04/2010,11:00,"Dortmund Square	",3960,Thursday,13,March,2010
01/04/2010,12:00,"Dortmund Square	",4209,Thursday,13,March,2010
01/04/2010,13:00,"Dortmund Square	",4840,Thursday,13,March,2010
01/04/2010,14:00,"Dortmund Square	",5138,Thursday,13,March,2010
01/04/2010,15:00,"Dortmund Square	",3362,Thursday,13,March,2010
01/04/2010,16:00,"Dortmund Square	",2306,Thursday,13,March,2010
01/04/2010,17:00,"Dortmund Square	",3261,Thursday,13,March,2010
01/04/2010,18:00,"Dortmund Square	",1582,Thursday,13,March,2010
01/04/2010,19:00,"Dortmund Square	",998,Thursday,13,March,2010
01/04/2010,20:00,"Dortmund Square	",506,Thursday,13,March,2010
01/04/2010,21:00,"Dortmund Square	",446,Thursday,13,March,2010
01/04/2010,22:00,"Dortmund Square	",343,Thursday,13,March,2010
01/04/2010,23:00,"Dortmund Square	",260,Thursday,13,March,2010
02/04/2010,00:00,"Dortmund Square	",191,Friday,13,March,2010
02/04/2010,01:00,"Dortmund Square	",179,Friday,13,March,2010
02/04/2010,02:00,"Dortmund Square	",102,Friday,13,March,2010
02/04/2010,03:00,"Dortmund Square	",144,Friday,13,March,2010
02/04/2010,04:00,"Dortmund Square	",46,Friday,13,March,2010
02/04/2010,05:00,"Dortmund Square	",53,Friday,13,March,2010
02/04/2010,06:00,"Dortmund Square	",43,Friday,13,March,2010
02/04/2010,07:00,"Dortmund Square	",102,Friday,13,March,2010
02/04/2010,08:00,"Dortmund Square	",177,Friday,13,March,2010
02/04/2010,09:00,"Dortmund Square	",444,Friday,13,March,2010
02/04/2010,10:00,"Dortmund Square	",969,Friday,13,March,2010
02/04/2010,11:00,"Dortmund Square	",1519,Friday,13,March,2010
02/04/2010,12:00,"Dortmund Square	",2201,Friday,13,March,2010
02/04/2010,13:00,"Dortmund Square	",2934,Friday,13,March,2010
02/04/2010,14:00,"Dortmund Square	",3047,Friday,13,March,2010
02/04/2010,15:00,"Dortmund Square	",2691,Friday,13,March,2010
02/04/2010,16:00,"Dortmund Square	",2156,Friday,13,March,2010
02/04/2010,17:00,"Dortmund Square	",1336,Friday,13,March,2010
02/04/2010,18:00,"Dortmund Square	",684,Friday,13,March,2010
02/04/2010,19:00,"Dortmund Square	",388,Friday,13,March,2010
02/04/2010,20:00,"Dortmund Square	",347,Friday,13,March,2010
02/04/2010,21:00,"Dortmund Square	",294,Friday,13,March,2010
02/04/2010,22:00,"Dortmund Square	",276,Friday,13,March,2010
02/04/2010,23:00,"Dortmund Square	",194,Friday,13,March,2010
03/04/2010,00:00,"Dortmund Square	",84,Saturday,13,March,2010
03/04/2010,01:00,"Dortmund Square	",90,Saturday,13,March,2010
03/04/2010,02:00,"Dortmund Square	",50,Saturday,13,March,2010
03/04/2010,03:00,"Dortmund Square	",53,Saturday,13,March,2010
03/04/2010,04:00,"Dortmund Square	",42,Saturday,13,March,2010
03/04/2010,05:00,"Dortmund Square	",36,Saturday,13,March,2010
03/04/2010,06:00,"Dortmund Square	",37,Saturday,13,March,2010
03/04/2010,07:00,"Dortmund Square	",97,Saturday,13,March,2010
03/04/2010,08:00,"Dortmund Square	",259,Saturday,13,March,2010
03/04/2010,09:00,"Dortmund Square	",671,Saturday,13,March,2010
03/04/2010,10:00,"Dortmund Square	",1363,Saturday,13,March,2010
03/04/2010,11:00,"Dortmund Square	",2317,Saturday,13,March,2010
03/04/2010,12:00,"Dortmund Square	",4158,Saturday,13,March,2010
03/04/2010,13:00,"Dortmund Square	",4922,Saturday,13,March,2010
03/04/2010,14:00,"Dortmund Square	",5127,Saturday,13,March,2010
03/04/2010,15:00,"Dortmund Square	",3747,Saturday,13,March,2010
03/04/2010,16:00,"Dortmund Square	",2758,Saturday,13,March,2010
03/04/2010,17:00,"Dortmund Square	",1971,Saturday,13,March,2010
03/04/2010,18:00,"Dortmund Square	",882,Saturday,13,March,2010
03/04/2010,19:00,"Dortmund Square	",515,Saturday,13,March,2010
03/04/2010,20:00,"Dortmund Square	",409,Saturday,13,March,2010
03/04/2010,21:00,"Dortmund Square	",339,Saturday,13,March,2010
03/04/2010,22:00,"Dortmund Square	",307,Saturday,13,March,2010
03/04/2010,23:00,"Dortmund Square	",221,Saturday,13,March,2010
04/04/2010,00:00,"Dortmund Square	",129,Sunday,13,March,2010
04/04/2010,01:00,"Dortmund Square	",90,Sunday,13,March,2010
04/04/2010,02:00,"Dortmund Square	",94,Sunday,13,March,2010
04/04/2010,03:00,"Dortmund Square	",91,Sunday,13,March,2010
04/04/2010,04:00,"Dortmund Square	",36,Sunday,13,March,2010
04/04/2010,05:00,"Dortmund Square	",22,Sunday,13,March,2010
04/04/2010,06:00,"Dortmund Square	",24,Sunday,13,March,2010
04/04/2010,07:00,"Dortmund Square	",24,Sunday,13,March,2010
04/04/2010,08:00,"Dortmund Square	",39,Sunday,13,March,2010
04/04/2010,09:00,"Dortmund Square	",86,Sunday,13,March,2010
04/04/2010,10:00,"Dortmund Square	",286,Sunday,13,March,2010
04/04/2010,11:00,"Dortmund Square	",465,Sunday,13,March,2010
04/04/2010,12:00,"Dortmund Square	",718,Sunday,13,March,2010
04/04/2010,13:00,"Dortmund Square	",729,Sunday,13,March,2010
04/04/2010,14:00,"Dortmund Square	",865,Sunday,13,March,2010
04/04/2010,15:00,"Dortmund Square	",787,Sunday,13,March,2010
04/04/2010,16:00,"Dortmund Square	",406,Sunday,13,March,2010
04/04/2010,17:00,"Dortmund Square	",534,Sunday,13,March,2010
04/04/2010,18:00,"Dortmund Square	",303,Sunday,13,March,2010
04/04/2010,19:00,"Dortmund Square	",220,Sunday,13,March,2010
04/04/2010,20:00,"Dortmund Square	",191,Sunday,13,March,2010
04/04/2010,21:00,"Dortmund Square	",160,Sunday,13,March,2010
04/04/2010,22:00,"Dortmund Square	",155,Sunday,13,March,2010
04/04/2010,23:00,"Dortmund Square	",164,Sunday,13,March,2010
05/04/2010,00:00,"Dortmund Square	",113,Monday,14,April,2010
05/04/2010,01:00,"Dortmund Square	",54,Monday,14,April,2010
05/04/2010,02:00,"Dortmund Square	",64,Monday,14,April,2010
05/04/2010,03:00,"Dortmund Square	",61,Monday,14,April,2010
05/04/2010,04:00,"Dortmund Square	",27,Monday,14,April,2010
05/04/2010,05:00,"Dortmund Square	",49,Monday,14,April,2010
05/04/2010,06:00,"Dortmund Square	",75,Monday,14,April,2010
05/04/2010,07:00,"Dortmund Square	",45,Monday,14,April,2010
05/04/2010,08:00,"Dortmund Square	",115,Monday,14,April,2010
05/04/2010,09:00,"Dortmund Square	",257,Monday,14,April,2010
05/04/2010,10:00,"Dortmund Square	",502,Monday,14,April,2010
05/04/2010,11:00,"Dortmund Square	",1093,Monday,14,April,2010
05/04/2010,12:00,"Dortmund Square	",1381,Monday,14,April,2010
05/04/2010,13:00,"Dortmund Square	",1825,Monday,14,April,2010
05/04/2010,14:00,"Dortmund Square	",1874,Monday,14,April,2010
05/04/2010,15:00,"Dortmund Square	",1854,Monday,14,April,2010
05/04/2010,16:00,"Dortmund Square	",1573,Monday,14,April,2010
05/04/2010,17:00,"Dortmund Square	",1149,Monday,14,April,2010
05/04/2010,18:00,"Dortmund Square	",468,Monday,14,April,2010
05/04/2010,19:00,"Dortmund Square	",263,Monday,14,April,2010
05/04/2010,20:00,"Dortmund Square	",178,Monday,14,April,2010
05/04/2010,21:00,"Dortmund Square	",129,Monday,14,April,2010
05/04/2010,22:00,"Dortmund Square	",155,Monday,14,April,2010
05/04/2010,23:00,"Dortmund Square	",82,Monday,14,April,2010
06/04/2010,00:00,"Dortmund Square	",52,Tuesday,14,April,2010
06/04/2010,01:00,"Dortmund Square	",10,Tuesday,14,April,2010
06/04/2010,02:00,"Dortmund Square	",8,Tuesday,14,April,2010
06/04/2010,03:00,"Dortmund Square	",10,Tuesday,14,April,2010
06/04/2010,04:00,"Dortmund Square	",4,Tuesday,14,April,2010
06/04/2010,05:00,"Dortmund Square	",27,Tuesday,14,April,2010
06/04/2010,06:00,"Dortmund Square	",80,Tuesday,14,April,2010
06/04/2010,07:00,"Dortmund Square	",228,Tuesday,14,April,2010
06/04/2010,08:00,"Dortmund Square	",468,Tuesday,14,April,2010
06/04/2010,09:00,"Dortmund Square	",597,Tuesday,14,April,2010
06/04/2010,10:00,"Dortmund Square	",1185,Tuesday,14,April,2010
06/04/2010,11:00,"Dortmund Square	",2373,Tuesday,14,April,2010
06/04/2010,12:00,"Dortmund Square	",3101,Tuesday,14,April,2010
06/04/2010,13:00,"Dortmund Square	",3895,Tuesday,14,April,2010
06/04/2010,14:00,"Dortmund Square	",3061,Tuesday,14,April,2010
06/04/2010,15:00,"Dortmund Square	",2562,Tuesday,14,April,2010
06/04/2010,16:00,"Dortmund Square	",2188,Tuesday,14,April,2010
06/04/2010,17:00,"Dortmund Square	",1592,Tuesday,14,April,2010
06/04/2010,18:00,"Dortmund Square	",979,Tuesday,14,April,2010
06/04/2010,19:00,"Dortmund Square	",567,Tuesday,14,April,2010
06/04/2010,20:00,"Dortmund Square	",377,Tuesday,14,April,2010
06/04/2010,21:00,"Dortmund Square	",257,Tuesday,14,April,2010
06/04/2010,22:00,"Dortmund Square	",291,Tuesday,14,April,2010
06/04/2010,23:00,"Dortmund Square	",134,Tuesday,14,April,2010
07/04/2010,00:00,"Dortmund Square	",59,Wednesday,14,April,2010
07/04/2010,01:00,"Dortmund Square	",60,Wednesday,14,April,2010
07/04/2010,02:00,"Dortmund Square	",18,Wednesday,14,April,2010
07/04/2010,03:00,"Dortmund Square	",12,Wednesday,14,April,2010
07/04/2010,04:00,"Dortmund Square	",10,Wednesday,14,April,2010
07/04/2010,05:00,"Dortmund Square	",86,Wednesday,14,April,2010
07/04/2010,06:00,"Dortmund Square	",93,Wednesday,14,April,2010
07/04/2010,07:00,"Dortmund Square	",290,Wednesday,14,April,2010
07/04/2010,08:00,"Dortmund Square	",582,Wednesday,14,April,2010
07/04/2010,09:00,"Dortmund Square	",581,Wednesday,14,April,2010
07/04/2010,10:00,"Dortmund Square	",1024,Wednesday,14,April,2010
07/04/2010,11:00,"Dortmund Square	",1912,Wednesday,14,April,2010
07/04/2010,12:00,"Dortmund Square	",3056,Wednesday,14,April,2010
07/04/2010,13:00,"Dortmund Square	",2895,Wednesday,14,April,2010
07/04/2010,14:00,"Dortmund Square	",2580,Wednesday,14,April,2010
07/04/2010,15:00,"Dortmund Square	",2777,Wednesday,14,April,2010
07/04/2010,16:00,"Dortmund Square	",2434,Wednesday,14,April,2010
07/04/2010,17:00,"Dortmund Square	",2384,Wednesday,14,April,2010
07/04/2010,18:00,"Dortmund Square	",1815,Wednesday,14,April,2010
07/04/2010,19:00,"Dortmund Square	",668,Wednesday,14,April,2010
07/04/2010,20:00,"Dortmund Square	",416,Wednesday,14,April,2010
07/04/2010,21:00,"Dortmund Square	",316,Wednesday,14,April,2010
07/04/2010,22:00,"Dortmund Square	",272,Wednesday,14,April,2010
07/04/2010,23:00,"Dortmund Square	",140,Wednesday,14,April,2010
08/04/2010,00:00,"Dortmund Square	",59,Thursday,14,April,2010
08/04/2010,01:00,"Dortmund Square	",56,Thursday,14,April,2010
08/04/2010,02:00,"Dortmund Square	",37,Thursday,14,April,2010
08/04/2010,03:00,"Dortmund Square	",36,Thursday,14,April,2010
08/04/2010,04:00,"Dortmund Square	",10,Thursday,14,April,2010
08/04/2010,05:00,"Dortmund Square	",40,Thursday,14,April,2010
08/04/2010,06:00,"Dortmund Square	",103,Thursday,14,April,2010
08/04/2010,07:00,"Dortmund Square	",311,Thursday,14,April,2010
08/04/2010,08:00,"Dortmund Square	",732,Thursday,14,April,2010
08/04/2010,09:00,"Dortmund Square	",1324,Thursday,14,April,2010
08/04/2010,10:00,"Dortmund Square	",2348,Thursday,14,April,2010
08/04/2010,11:00,"Dortmund Square	",3176,Thursday,14,April,2010
08/04/2010,12:00,"Dortmund Square	",3909,Thursday,14,April,2010
08/04/2010,13:00,"Dortmund Square	",4252,Thursday,14,April,2010
08/04/2010,14:00,"Dortmund Square	",3462,Thursday,14,April,2010
08/04/2010,15:00,"Dortmund Square	",2471,Thursday,14,April,2010
08/04/2010,16:00,"Dortmund Square	",2299,Thursday,14,April,2010
08/04/2010,17:00,"Dortmund Square	",2482,Thursday,14,April,2010
08/04/2010,18:00,"Dortmund Square	",1293,Thursday,14,April,2010
08/04/2010,19:00,"Dortmund Square	",846,Thursday,14,April,2010
08/04/2010,20:00,"Dortmund Square	",430,Thursday,14,April,2010
08/04/2010,21:00,"Dortmund Square	",333,Thursday,14,April,2010
08/04/2010,22:00,"Dortmund Square	",282,Thursday,14,April,2010
08/04/2010,23:00,"Dortmund Square	",189,Thursday,14,April,2010
09/04/2010,00:00,"Dortmund Square	",100,Friday,14,April,2010
09/04/2010,01:00,"Dortmund Square	",38,Friday,14,April,2010
09/04/2010,02:00,"Dortmund Square	",61,Friday,14,April,2010
09/04/2010,03:00,"Dortmund Square	",69,Friday,14,April,2010
09/04/2010,04:00,"Dortmund Square	",34,Friday,14,April,2010
09/04/2010,05:00,"Dortmund Square	",38,Friday,14,April,2010
09/04/2010,06:00,"Dortmund Square	",106,Friday,14,April,2010
09/04/2010,07:00,"Dortmund Square	",225,Friday,14,April,2010
09/04/2010,08:00,"Dortmund Square	",446,Friday,14,April,2010
09/04/2010,09:00,"Dortmund Square	",699,Friday,14,April,2010
09/04/2010,10:00,"Dortmund Square	",2613,Friday,14,April,2010
09/04/2010,11:00,"Dortmund Square	",3293,Friday,14,April,2010
09/04/2010,12:00,"Dortmund Square	",4518,Friday,14,April,2010
09/04/2010,13:00,"Dortmund Square	",5083,Friday,14,April,2010
09/04/2010,14:00,"Dortmund Square	",3930,Friday,14,April,2010
09/04/2010,15:00,"Dortmund Square	",3278,Friday,14,April,2010
09/04/2010,16:00,"Dortmund Square	",2263,Friday,14,April,2010
09/04/2010,17:00,"Dortmund Square	",1999,Friday,14,April,2010
09/04/2010,18:00,"Dortmund Square	",897,Friday,14,April,2010
09/04/2010,19:00,"Dortmund Square	",544,Friday,14,April,2010
09/04/2010,20:00,"Dortmund Square	",442,Friday,14,April,2010
09/04/2010,21:00,"Dortmund Square	",367,Friday,14,April,2010
09/04/2010,22:00,"Dortmund Square	",383,Friday,14,April,2010
09/04/2010,23:00,"Dortmund Square	",175,Friday,14,April,2010
10/04/2010,00:00,"Dortmund Square	",112,Saturday,14,April,2010
10/04/2010,01:00,"Dortmund Square	",86,Saturday,14,April,2010
10/04/2010,02:00,"Dortmund Square	",60,Saturday,14,April,2010
10/04/2010,03:00,"Dortmund Square	",68,Saturday,14,April,2010
10/04/2010,04:00,"Dortmund Square	",17,Saturday,14,April,2010
10/04/2010,05:00,"Dortmund Square	",33,Saturday,14,April,2010
10/04/2010,06:00,"Dortmund Square	",42,Saturday,14,April,2010
10/04/2010,07:00,"Dortmund Square	",102,Saturday,14,April,2010
10/04/2010,08:00,"Dortmund Square	",319,Saturday,14,April,2010
10/04/2010,09:00,"Dortmund Square	",1003,Saturday,14,April,2010
10/04/2010,10:00,"Dortmund Square	",2429,Saturday,14,April,2010
10/04/2010,11:00,"Dortmund Square	",3737,Saturday,14,April,2010
10/04/2010,12:00,"Dortmund Square	",4574,Saturday,14,April,2010
10/04/2010,13:00,"Dortmund Square	",5425,Saturday,14,April,2010
10/04/2010,14:00,"Dortmund Square	",5627,Saturday,14,April,2010
10/04/2010,15:00,"Dortmund Square	",4112,Saturday,14,April,2010
10/04/2010,16:00,"Dortmund Square	",2327,Saturday,14,April,2010
10/04/2010,17:00,"Dortmund Square	",1828,Saturday,14,April,2010
10/04/2010,18:00,"Dortmund Square	",778,Saturday,14,April,2010
10/04/2010,19:00,"Dortmund Square	",616,Saturday,14,April,2010
10/04/2010,20:00,"Dortmund Square	",454,Saturday,14,April,2010
10/04/2010,21:00,"Dortmund Square	",394,Saturday,14,April,2010
10/04/2010,22:00,"Dortmund Square	",385,Saturday,14,April,2010
10/04/2010,23:00,"Dortmund Square	",241,Saturday,14,April,2010
11/04/2010,00:00,"Dortmund Square	",128,Sunday,14,April,2010
11/04/2010,01:00,"Dortmund Square	",116,Sunday,14,April,2010
11/04/2010,02:00,"Dortmund Square	",121,Sunday,14,April,2010
11/04/2010,03:00,"Dortmund Square	",182,Sunday,14,April,2010
11/04/2010,04:00,"Dortmund Square	",44,Sunday,14,April,2010
11/04/2010,05:00,"Dortmund Square	",60,Sunday,14,April,2010
11/04/2010,06:00,"Dortmund Square	",19,Sunday,14,April,2010
11/04/2010,07:00,"Dortmund Square	",32,Sunday,14,April,2010
11/04/2010,08:00,"Dortmund Square	",64,Sunday,14,April,2010
11/04/2010,09:00,"Dortmund Square	",202,Sunday,14,April,2010
11/04/2010,10:00,"Dortmund Square	",785,Sunday,14,April,2010
11/04/2010,11:00,"Dortmund Square	",1671,Sunday,14,April,2010
11/04/2010,12:00,"Dortmund Square	",2518,Sunday,14,April,2010
11/04/2010,13:00,"Dortmund Square	",2625,Sunday,14,April,2010
11/04/2010,14:00,"Dortmund Square	",3304,Sunday,14,April,2010
11/04/2010,15:00,"Dortmund Square	",1798,Sunday,14,April,2010
11/04/2010,16:00,"Dortmund Square	",1138,Sunday,14,April,2010
11/04/2010,17:00,"Dortmund Square	",541,Sunday,14,April,2010
11/04/2010,18:00,"Dortmund Square	",262,Sunday,14,April,2010
11/04/2010,19:00,"Dortmund Square	",174,Sunday,14,April,2010
11/04/2010,20:00,"Dortmund Square	",147,Sunday,14,April,2010
11/04/2010,21:00,"Dortmund Square	",110,Sunday,14,April,2010
11/04/2010,22:00,"Dortmund Square	",80,Sunday,14,April,2010
11/04/2010,23:00,"Dortmund Square	",51,Sunday,14,April,2010
12/04/2010,00:00,"Dortmund Square	",30,Monday,15,April,2010
12/04/2010,01:00,"Dortmund Square	",16,Monday,15,April,2010
12/04/2010,02:00,"Dortmund Square	",5,Monday,15,April,2010
12/04/2010,03:00,"Dortmund Square	",13,Monday,15,April,2010
12/04/2010,04:00,"Dortmund Square	",3,Monday,15,April,2010
12/04/2010,05:00,"Dortmund Square	",58,Monday,15,April,2010
12/04/2010,06:00,"Dortmund Square	",97,Monday,15,April,2010
12/04/2010,07:00,"Dortmund Square	",256,Monday,15,April,2010
12/04/2010,08:00,"Dortmund Square	",497,Monday,15,April,2010
12/04/2010,09:00,"Dortmund Square	",569,Monday,15,April,2010
12/04/2010,10:00,"Dortmund Square	",1030,Monday,15,April,2010
12/04/2010,11:00,"Dortmund Square	",2011,Monday,15,April,2010
12/04/2010,12:00,"Dortmund Square	",3968,Monday,15,April,2010
12/04/2010,13:00,"Dortmund Square	",5137,Monday,15,April,2010
12/04/2010,14:00,"Dortmund Square	",4006,Monday,15,April,2010
12/04/2010,15:00,"Dortmund Square	",3199,Monday,15,April,2010
12/04/2010,16:00,"Dortmund Square	",2445,Monday,15,April,2010
12/04/2010,17:00,"Dortmund Square	",1767,Monday,15,April,2010
12/04/2010,18:00,"Dortmund Square	",895,Monday,15,April,2010
12/04/2010,19:00,"Dortmund Square	",515,Monday,15,April,2010
12/04/2010,20:00,"Dortmund Square	",345,Monday,15,April,2010
12/04/2010,21:00,"Dortmund Square	",238,Monday,15,April,2010
12/04/2010,22:00,"Dortmund Square	",182,Monday,15,April,2010
12/04/2010,23:00,"Dortmund Square	",123,Monday,15,April,2010
13/04/2010,00:00,"Dortmund Square	",32,Tuesday,15,April,2010
13/04/2010,01:00,"Dortmund Square	",15,Tuesday,15,April,2010
13/04/2010,02:00,"Dortmund Square	",24,Tuesday,15,April,2010
13/04/2010,03:00,"Dortmund Square	",18,Tuesday,15,April,2010
13/04/2010,04:00,"Dortmund Square	",5,Tuesday,15,April,2010
13/04/2010,05:00,"Dortmund Square	",33,Tuesday,15,April,2010
13/04/2010,06:00,"Dortmund Square	",87,Tuesday,15,April,2010
13/04/2010,07:00,"Dortmund Square	",222,Tuesday,15,April,2010
13/04/2010,08:00,"Dortmund Square	",552,Tuesday,15,April,2010
13/04/2010,09:00,"Dortmund Square	",901,Tuesday,15,April,2010
13/04/2010,10:00,"Dortmund Square	",2008,Tuesday,15,April,2010
13/04/2010,11:00,"Dortmund Square	",1858,Tuesday,15,April,2010
13/04/2010,12:00,"Dortmund Square	",2765,Tuesday,15,April,2010
13/04/2010,13:00,"Dortmund Square	",3184,Tuesday,15,April,2010
13/04/2010,14:00,"Dortmund Square	",2458,Tuesday,15,April,2010
13/04/2010,15:00,"Dortmund Square	",2228,Tuesday,15,April,2010
13/04/2010,16:00,"Dortmund Square	",2000,Tuesday,15,April,2010
13/04/2010,17:00,"Dortmund Square	",1523,Tuesday,15,April,2010
13/04/2010,18:00,"Dortmund Square	",878,Tuesday,15,April,2010
13/04/2010,19:00,"Dortmund Square	",552,Tuesday,15,April,2010
13/04/2010,20:00,"Dortmund Square	",353,Tuesday,15,April,2010
13/04/2010,21:00,"Dortmund Square	",244,Tuesday,15,April,2010
13/04/2010,22:00,"Dortmund Square	",211,Tuesday,15,April,2010
13/04/2010,23:00,"Dortmund Square	",118,Tuesday,15,April,2010
14/04/2010,00:00,"Dortmund Square	",58,Wednesday,15,April,2010
14/04/2010,01:00,"Dortmund Square	",22,Wednesday,15,April,2010
14/04/2010,02:00,"Dortmund Square	",27,Wednesday,15,April,2010
14/04/2010,03:00,"Dortmund Square	",50,Wednesday,15,April,2010
14/04/2010,04:00,"Dortmund Square	",11,Wednesday,15,April,2010
14/04/2010,05:00,"Dortmund Square	",41,Wednesday,15,April,2010
14/04/2010,06:00,"Dortmund Square	",85,Wednesday,15,April,2010
14/04/2010,07:00,"Dortmund Square	",241,Wednesday,15,April,2010
14/04/2010,08:00,"Dortmund Square	",605,Wednesday,15,April,2010
14/04/2010,09:00,"Dortmund Square	",678,Wednesday,15,April,2010
14/04/2010,10:00,"Dortmund Square	",1144,Wednesday,15,April,2010
14/04/2010,11:00,"Dortmund Square	",1811,Wednesday,15,April,2010
14/04/2010,12:00,"Dortmund Square	",2795,Wednesday,15,April,2010
14/04/2010,13:00,"Dortmund Square	",3383,Wednesday,15,April,2010
14/04/2010,14:00,"Dortmund Square	",3979,Wednesday,15,April,2010
14/04/2010,15:00,"Dortmund Square	",3372,Wednesday,15,April,2010
14/04/2010,16:00,"Dortmund Square	",2011,Wednesday,15,April,2010
14/04/2010,17:00,"Dortmund Square	",1844,Wednesday,15,April,2010
14/04/2010,18:00,"Dortmund Square	",1311,Wednesday,15,April,2010
14/04/2010,19:00,"Dortmund Square	",646,Wednesday,15,April,2010
14/04/2010,20:00,"Dortmund Square	",479,Wednesday,15,April,2010
14/04/2010,21:00,"Dortmund Square	",310,Wednesday,15,April,2010
14/04/2010,22:00,"Dortmund Square	",319,Wednesday,15,April,2010
14/04/2010,23:00,"Dortmund Square	",157,Wednesday,15,April,2010
15/04/2010,00:00,"Dortmund Square	",58,Thursday,15,April,2010
15/04/2010,01:00,"Dortmund Square	",33,Thursday,15,April,2010
15/04/2010,02:00,"Dortmund Square	",27,Thursday,15,April,2010
15/04/2010,03:00,"Dortmund Square	",23,Thursday,15,April,2010
15/04/2010,04:00,"Dortmund Square	",6,Thursday,15,April,2010
15/04/2010,05:00,"Dortmund Square	",32,Thursday,15,April,2010
15/04/2010,06:00,"Dortmund Square	",87,Thursday,15,April,2010
15/04/2010,07:00,"Dortmund Square	",273,Thursday,15,April,2010
15/04/2010,08:00,"Dortmund Square	",504,Thursday,15,April,2010
15/04/2010,09:00,"Dortmund Square	",623,Thursday,15,April,2010
15/04/2010,10:00,"Dortmund Square	",1009,Thursday,15,April,2010
15/04/2010,11:00,"Dortmund Square	",1790,Thursday,15,April,2010
15/04/2010,12:00,"Dortmund Square	",2742,Thursday,15,April,2010
15/04/2010,13:00,"Dortmund Square	",3027,Thursday,15,April,2010
15/04/2010,14:00,"Dortmund Square	",2460,Thursday,15,April,2010
15/04/2010,15:00,"Dortmund Square	",2215,Thursday,15,April,2010
15/04/2010,16:00,"Dortmund Square	",1946,Thursday,15,April,2010
15/04/2010,17:00,"Dortmund Square	",1582,Thursday,15,April,2010
15/04/2010,18:00,"Dortmund Square	",900,Thursday,15,April,2010
15/04/2010,19:00,"Dortmund Square	",582,Thursday,15,April,2010
15/04/2010,20:00,"Dortmund Square	",409,Thursday,15,April,2010
15/04/2010,21:00,"Dortmund Square	",349,Thursday,15,April,2010
15/04/2010,22:00,"Dortmund Square	",269,Thursday,15,April,2010
15/04/2010,23:00,"Dortmund Square	",203,Thursday,15,April,2010
16/04/2010,00:00,"Dortmund Square	",99,Friday,15,April,2010
16/04/2010,01:00,"Dortmund Square	",94,Friday,15,April,2010
16/04/2010,02:00,"Dortmund Square	",56,Friday,15,April,2010
16/04/2010,03:00,"Dortmund Square	",78,Friday,15,April,2010
16/04/2010,04:00,"Dortmund Square	",41,Friday,15,April,2010
16/04/2010,05:00,"Dortmund Square	",41,Friday,15,April,2010
16/04/2010,06:00,"Dortmund Square	",125,Friday,15,April,2010
16/04/2010,07:00,"Dortmund Square	",282,Friday,15,April,2010
16/04/2010,08:00,"Dortmund Square	",512,Friday,15,April,2010
16/04/2010,09:00,"Dortmund Square	",913,Friday,15,April,2010
16/04/2010,10:00,"Dortmund Square	",1534,Friday,15,April,2010
16/04/2010,11:00,"Dortmund Square	",2780,Friday,15,April,2010
16/04/2010,12:00,"Dortmund Square	",3534,Friday,15,April,2010
16/04/2010,13:00,"Dortmund Square	",5264,Friday,15,April,2010
16/04/2010,14:00,"Dortmund Square	",5232,Friday,15,April,2010
16/04/2010,15:00,"Dortmund Square	",4344,Friday,15,April,2010
16/04/2010,16:00,"Dortmund Square	",3264,Friday,15,April,2010
16/04/2010,17:00,"Dortmund Square	",3155,Friday,15,April,2010
16/04/2010,18:00,"Dortmund Square	",1879,Friday,15,April,2010
16/04/2010,19:00,"Dortmund Square	",687,Friday,15,April,2010
16/04/2010,20:00,"Dortmund Square	",503,Friday,15,April,2010
16/04/2010,21:00,"Dortmund Square	",397,Friday,15,April,2010
16/04/2010,22:00,"Dortmund Square	",338,Friday,15,April,2010
16/04/2010,23:00,"Dortmund Square	",230,Friday,15,April,2010
17/04/2010,00:00,"Dortmund Square	",149,Saturday,15,April,2010
17/04/2010,01:00,"Dortmund Square	",85,Saturday,15,April,2010
17/04/2010,02:00,"Dortmund Square	",62,Saturday,15,April,2010
17/04/2010,03:00,"Dortmund Square	",59,Saturday,15,April,2010
17/04/2010,04:00,"Dortmund Square	",29,Saturday,15,April,2010
17/04/2010,05:00,"Dortmund Square	",49,Saturday,15,April,2010
17/04/2010,06:00,"Dortmund Square	",40,Saturday,15,April,2010
