Date,Hour,LocationName,Count,WeekDay,WeekNum,Month,Year
10/11/2008,09:00,"Briggate at McDonalds	",619,Monday,46,November,2008
10/11/2008,10:00,"Briggate at McDonalds	",1069,Monday,46,November,2008
10/11/2008,11:00,"Briggate at McDonalds	",1273,Monday,46,November,2008
10/11/2008,12:00,"Briggate at McDonalds	",1962,Monday,46,November,2008
10/11/2008,13:00,"Briggate at McDonalds	",2168,Monday,46,November,2008
10/11/2008,14:00,"Briggate at McDonalds	",2011,Monday,46,November,2008
10/11/2008,15:00,"Briggate at McDonalds	",1864,Monday,46,November,2008
10/11/2008,16:00,"Briggate at McDonalds	",1756,Monday,46,November,2008
10/11/2008,17:00,"Briggate at McDonalds	",1308,Monday,46,November,2008
10/11/2008,18:00,"Briggate at McDonalds	",722,Monday,46,November,2008
10/11/2008,19:00,"Briggate at McDonalds	",401,Monday,46,November,2008
10/11/2008,20:00,"Briggate at McDonalds	",321,Monday,46,November,2008
10/11/2008,21:00,"Briggate at McDonalds	",193,Monday,46,November,2008
10/11/2008,22:00,"Briggate at McDonalds	",176,Monday,46,November,2008
10/11/2008,23:00,"Briggate at McDonalds	",87,Monday,46,November,2008
11/11/2008,00:00,"Briggate at McDonalds	",67,Tuesday,46,November,2008
11/11/2008,01:00,"Briggate at McDonalds	",49,Tuesday,46,November,2008
11/11/2008,02:00,"Briggate at McDonalds	",66,Tuesday,46,November,2008
11/11/2008,03:00,"Briggate at McDonalds	",49,Tuesday,46,November,2008
11/11/2008,04:00,"Briggate at McDonalds	",14,Tuesday,46,November,2008
11/11/2008,05:00,"Briggate at McDonalds	",14,Tuesday,46,November,2008
11/11/2008,06:00,"Briggate at McDonalds	",31,Tuesday,46,November,2008
11/11/2008,07:00,"Briggate at McDonalds	",268,Tuesday,46,November,2008
11/11/2008,08:00,"Briggate at McDonalds	",587,Tuesday,46,November,2008
11/11/2008,09:00,"Briggate at McDonalds	",539,Tuesday,46,November,2008
11/11/2008,10:00,"Briggate at McDonalds	",1082,Tuesday,46,November,2008
11/11/2008,11:00,"Briggate at McDonalds	",1571,Tuesday,46,November,2008
11/11/2008,12:00,"Briggate at McDonalds	",2171,Tuesday,46,November,2008
11/11/2008,13:00,"Briggate at McDonalds	",2156,Tuesday,46,November,2008
11/11/2008,14:00,"Briggate at McDonalds	",1565,Tuesday,46,November,2008
11/11/2008,15:00,"Briggate at McDonalds	",1293,Tuesday,46,November,2008
11/11/2008,16:00,"Briggate at McDonalds	",1260,Tuesday,46,November,2008
11/11/2008,17:00,"Briggate at McDonalds	",1128,Tuesday,46,November,2008
11/11/2008,18:00,"Briggate at McDonalds	",735,Tuesday,46,November,2008
11/11/2008,19:00,"Briggate at McDonalds	",332,Tuesday,46,November,2008
11/11/2008,20:00,"Briggate at McDonalds	",181,Tuesday,46,November,2008
11/11/2008,21:00,"Briggate at McDonalds	",102,Tuesday,46,November,2008
11/11/2008,22:00,"Briggate at McDonalds	",134,Tuesday,46,November,2008
11/11/2008,23:00,"Briggate at McDonalds	",76,Tuesday,46,November,2008
12/11/2008,00:00,"Briggate at McDonalds	",50,Wednesday,46,November,2008
12/11/2008,01:00,"Briggate at McDonalds	",67,Wednesday,46,November,2008
12/11/2008,02:00,"Briggate at McDonalds	",86,Wednesday,46,November,2008
12/11/2008,03:00,"Briggate at McDonalds	",49,Wednesday,46,November,2008
12/11/2008,04:00,"Briggate at McDonalds	",34,Wednesday,46,November,2008
12/11/2008,05:00,"Briggate at McDonalds	",19,Wednesday,46,November,2008
12/11/2008,06:00,"Briggate at McDonalds	",64,Wednesday,46,November,2008
12/11/2008,07:00,"Briggate at McDonalds	",272,Wednesday,46,November,2008
12/11/2008,08:00,"Briggate at McDonalds	",593,Wednesday,46,November,2008
12/11/2008,09:00,"Briggate at McDonalds	",506,Wednesday,46,November,2008
12/11/2008,10:00,"Briggate at McDonalds	",942,Wednesday,46,November,2008
12/11/2008,11:00,"Briggate at McDonalds	",865,Wednesday,46,November,2008
12/11/2008,12:00,"Briggate at McDonalds	",700,Wednesday,46,November,2008
12/11/2008,13:00,"Briggate at McDonalds	",1808,Wednesday,46,November,2008
12/11/2008,14:00,"Briggate at McDonalds	",2234,Wednesday,46,November,2008
12/11/2008,15:00,"Briggate at McDonalds	",2063,Wednesday,46,November,2008
12/11/2008,16:00,"Briggate at McDonalds	",1881,Wednesday,46,November,2008
12/11/2008,17:00,"Briggate at McDonalds	",1459,Wednesday,46,November,2008
12/11/2008,18:00,"Briggate at McDonalds	",883,Wednesday,46,November,2008
12/11/2008,19:00,"Briggate at McDonalds	",543,Wednesday,46,November,2008
12/11/2008,20:00,"Briggate at McDonalds	",401,Wednesday,46,November,2008
12/11/2008,21:00,"Briggate at McDonalds	",265,Wednesday,46,November,2008
12/11/2008,22:00,"Briggate at McDonalds	",311,Wednesday,46,November,2008
12/11/2008,23:00,"Briggate at McDonalds	",181,Wednesday,46,November,2008
13/11/2008,00:00,"Briggate at McDonalds	",82,Thursday,46,November,2008
13/11/2008,01:00,"Briggate at McDonalds	",48,Thursday,46,November,2008
13/11/2008,02:00,"Briggate at McDonalds	",83,Thursday,46,November,2008
13/11/2008,03:00,"Briggate at McDonalds	",48,Thursday,46,November,2008
13/11/2008,04:00,"Briggate at McDonalds	",17,Thursday,46,November,2008
13/11/2008,05:00,"Briggate at McDonalds	",25,Thursday,46,November,2008
13/11/2008,06:00,"Briggate at McDonalds	",56,Thursday,46,November,2008
13/11/2008,07:00,"Briggate at McDonalds	",293,Thursday,46,November,2008
13/11/2008,08:00,"Briggate at McDonalds	",634,Thursday,46,November,2008
13/11/2008,09:00,"Briggate at McDonalds	",666,Thursday,46,November,2008
13/11/2008,10:00,"Briggate at McDonalds	",1111,Thursday,46,November,2008
13/11/2008,11:00,"Briggate at McDonalds	",1278,Thursday,46,November,2008
13/11/2008,12:00,"Briggate at McDonalds	",1559,Thursday,46,November,2008
13/11/2008,13:00,"Briggate at McDonalds	",1750,Thursday,46,November,2008
13/11/2008,14:00,"Briggate at McDonalds	",1559,Thursday,46,November,2008
13/11/2008,15:00,"Briggate at McDonalds	",1503,Thursday,46,November,2008
13/11/2008,16:00,"Briggate at McDonalds	",1289,Thursday,46,November,2008
13/11/2008,17:00,"Briggate at McDonalds	",1053,Thursday,46,November,2008
13/11/2008,18:00,"Briggate at McDonalds	",812,Thursday,46,November,2008
13/11/2008,19:00,"Briggate at McDonalds	",586,Thursday,46,November,2008
13/11/2008,20:00,"Briggate at McDonalds	",317,Thursday,46,November,2008
13/11/2008,21:00,"Briggate at McDonalds	",224,Thursday,46,November,2008
13/11/2008,22:00,"Briggate at McDonalds	",287,Thursday,46,November,2008
13/11/2008,23:00,"Briggate at McDonalds	",172,Thursday,46,November,2008
14/11/2008,00:00,"Briggate at McDonalds	",113,Friday,46,November,2008
14/11/2008,01:00,"Briggate at McDonalds	",109,Friday,46,November,2008
14/11/2008,02:00,"Briggate at McDonalds	",134,Friday,46,November,2008
14/11/2008,03:00,"Briggate at McDonalds	",173,Friday,46,November,2008
14/11/2008,04:00,"Briggate at McDonalds	",23,Friday,46,November,2008
14/11/2008,05:00,"Briggate at McDonalds	",24,Friday,46,November,2008
14/11/2008,06:00,"Briggate at McDonalds	",31,Friday,46,November,2008
14/11/2008,07:00,"Briggate at McDonalds	",255,Friday,46,November,2008
14/11/2008,08:00,"Briggate at McDonalds	",570,Friday,46,November,2008
14/11/2008,09:00,"Briggate at McDonalds	",828,Friday,46,November,2008
14/11/2008,10:00,"Briggate at McDonalds	",1253,Friday,46,November,2008
14/11/2008,11:00,"Briggate at McDonalds	",1880,Friday,46,November,2008
14/11/2008,12:00,"Briggate at McDonalds	",2345,Friday,46,November,2008
14/11/2008,13:00,"Briggate at McDonalds	",2417,Friday,46,November,2008
14/11/2008,14:00,"Briggate at McDonalds	",2317,Friday,46,November,2008
14/11/2008,15:00,"Briggate at McDonalds	",2231,Friday,46,November,2008
14/11/2008,16:00,"Briggate at McDonalds	",1889,Friday,46,November,2008
14/11/2008,17:00,"Briggate at McDonalds	",1550,Friday,46,November,2008
14/11/2008,18:00,"Briggate at McDonalds	",952,Friday,46,November,2008
14/11/2008,19:00,"Briggate at McDonalds	",660,Friday,46,November,2008
14/11/2008,20:00,"Briggate at McDonalds	",639,Friday,46,November,2008
14/11/2008,21:00,"Briggate at McDonalds	",457,Friday,46,November,2008
14/11/2008,22:00,"Briggate at McDonalds	",463,Friday,46,November,2008
14/11/2008,23:00,"Briggate at McDonalds	",364,Friday,46,November,2008
15/11/2008,00:00,"Briggate at McDonalds	",276,Saturday,46,November,2008
15/11/2008,01:00,"Briggate at McDonalds	",246,Saturday,46,November,2008
15/11/2008,02:00,"Briggate at McDonalds	",193,Saturday,46,November,2008
15/11/2008,03:00,"Briggate at McDonalds	",173,Saturday,46,November,2008
15/11/2008,04:00,"Briggate at McDonalds	",57,Saturday,46,November,2008
15/11/2008,05:00,"Briggate at McDonalds	",10,Saturday,46,November,2008
15/11/2008,06:00,"Briggate at McDonalds	",19,Saturday,46,November,2008
15/11/2008,07:00,"Briggate at McDonalds	",95,Saturday,46,November,2008
15/11/2008,08:00,"Briggate at McDonalds	",320,Saturday,46,November,2008
15/11/2008,09:00,"Briggate at McDonalds	",738,Saturday,46,November,2008
15/11/2008,10:00,"Briggate at McDonalds	",1644,Saturday,46,November,2008
15/11/2008,11:00,"Briggate at McDonalds	",2189,Saturday,46,November,2008
15/11/2008,12:00,"Briggate at McDonalds	",2136,Saturday,46,November,2008
15/11/2008,13:00,"Briggate at McDonalds	",1848,Saturday,46,November,2008
15/11/2008,14:00,"Briggate at McDonalds	",1857,Saturday,46,November,2008
15/11/2008,15:00,"Briggate at McDonalds	",1654,Saturday,46,November,2008
15/11/2008,16:00,"Briggate at McDonalds	",1825,Saturday,46,November,2008
15/11/2008,17:00,"Briggate at McDonalds	",1684,Saturday,46,November,2008
15/11/2008,18:00,"Briggate at McDonalds	",1157,Saturday,46,November,2008
15/11/2008,19:00,"Briggate at McDonalds	",750,Saturday,46,November,2008
15/11/2008,20:00,"Briggate at McDonalds	",511,Saturday,46,November,2008
15/11/2008,21:00,"Briggate at McDonalds	",435,Saturday,46,November,2008
15/11/2008,22:00,"Briggate at McDonalds	",592,Saturday,46,November,2008
15/11/2008,23:00,"Briggate at McDonalds	",435,Saturday,46,November,2008
16/11/2008,00:00,"Briggate at McDonalds	",321,Sunday,46,November,2008
16/11/2008,01:00,"Briggate at McDonalds	",283,Sunday,46,November,2008
16/11/2008,02:00,"Briggate at McDonalds	",240,Sunday,46,November,2008
16/11/2008,03:00,"Briggate at McDonalds	",221,Sunday,46,November,2008
16/11/2008,04:00,"Briggate at McDonalds	",119,Sunday,46,November,2008
16/11/2008,05:00,"Briggate at McDonalds	",36,Sunday,46,November,2008
16/11/2008,06:00,"Briggate at McDonalds	",23,Sunday,46,November,2008
16/11/2008,07:00,"Briggate at McDonalds	",48,Sunday,46,November,2008
16/11/2008,08:00,"Briggate at McDonalds	",112,Sunday,46,November,2008
16/11/2008,09:00,"Briggate at McDonalds	",236,Sunday,46,November,2008
16/11/2008,10:00,"Briggate at McDonalds	",786,Sunday,46,November,2008
16/11/2008,11:00,"Briggate at McDonalds	",841,Sunday,46,November,2008
16/11/2008,12:00,"Briggate at McDonalds	",699,Sunday,46,November,2008
16/11/2008,13:00,"Briggate at McDonalds	",1828,Sunday,46,November,2008
16/11/2008,14:00,"Briggate at McDonalds	",2127,Sunday,46,November,2008
16/11/2008,15:00,"Briggate at McDonalds	",2031,Sunday,46,November,2008
16/11/2008,16:00,"Briggate at McDonalds	",1563,Sunday,46,November,2008
16/11/2008,17:00,"Briggate at McDonalds	",749,Sunday,46,November,2008
16/11/2008,18:00,"Briggate at McDonalds	",410,Sunday,46,November,2008
16/11/2008,19:00,"Briggate at McDonalds	",229,Sunday,46,November,2008
16/11/2008,20:00,"Briggate at McDonalds	",217,Sunday,46,November,2008
16/11/2008,21:00,"Briggate at McDonalds	",127,Sunday,46,November,2008
16/11/2008,22:00,"Briggate at McDonalds	",157,Sunday,46,November,2008
16/11/2008,23:00,"Briggate at McDonalds	",81,Sunday,46,November,2008
17/11/2008,00:00,"Briggate at McDonalds	",43,Monday,47,November,2008
17/11/2008,01:00,"Briggate at McDonalds	",24,Monday,47,November,2008
17/11/2008,02:00,"Briggate at McDonalds	",45,Monday,47,November,2008
17/11/2008,03:00,"Briggate at McDonalds	",20,Monday,47,November,2008
17/11/2008,04:00,"Briggate at McDonalds	",14,Monday,47,November,2008
17/11/2008,05:00,"Briggate at McDonalds	",37,Monday,47,November,2008
17/11/2008,06:00,"Briggate at McDonalds	",68,Monday,47,November,2008
17/11/2008,07:00,"Briggate at McDonalds	",267,Monday,47,November,2008
17/11/2008,08:00,"Briggate at McDonalds	",548,Monday,47,November,2008
17/11/2008,09:00,"Briggate at McDonalds	",650,Monday,47,November,2008
17/11/2008,10:00,"Briggate at McDonalds	",954,Monday,47,November,2008
17/11/2008,11:00,"Briggate at McDonalds	",1440,Monday,47,November,2008
17/11/2008,12:00,"Briggate at McDonalds	",2092,Monday,47,November,2008
17/11/2008,13:00,"Briggate at McDonalds	",2239,Monday,47,November,2008
17/11/2008,14:00,"Briggate at McDonalds	",1965,Monday,47,November,2008
17/11/2008,15:00,"Briggate at McDonalds	",1854,Monday,47,November,2008
17/11/2008,16:00,"Briggate at McDonalds	",1471,Monday,47,November,2008
17/11/2008,17:00,"Briggate at McDonalds	",1055,Monday,47,November,2008
17/11/2008,18:00,"Briggate at McDonalds	",451,Monday,47,November,2008
17/11/2008,19:00,"Briggate at McDonalds	",256,Monday,47,November,2008
17/11/2008,20:00,"Briggate at McDonalds	",215,Monday,47,November,2008
17/11/2008,21:00,"Briggate at McDonalds	",176,Monday,47,November,2008
17/11/2008,22:00,"Briggate at McDonalds	",161,Monday,47,November,2008
17/11/2008,23:00,"Briggate at McDonalds	",140,Monday,47,November,2008
18/11/2008,00:00,"Briggate at McDonalds	",65,Tuesday,47,November,2008
18/11/2008,01:00,"Briggate at McDonalds	",71,Tuesday,47,November,2008
18/11/2008,02:00,"Briggate at McDonalds	",82,Tuesday,47,November,2008
18/11/2008,03:00,"Briggate at McDonalds	",78,Tuesday,47,November,2008
18/11/2008,04:00,"Briggate at McDonalds	",24,Tuesday,47,November,2008
18/11/2008,05:00,"Briggate at McDonalds	",15,Tuesday,47,November,2008
18/11/2008,06:00,"Briggate at McDonalds	",40,Tuesday,47,November,2008
18/11/2008,07:00,"Briggate at McDonalds	",212,Tuesday,47,November,2008
18/11/2008,08:00,"Briggate at McDonalds	",614,Tuesday,47,November,2008
18/11/2008,09:00,"Briggate at McDonalds	",628,Tuesday,47,November,2008
18/11/2008,10:00,"Briggate at McDonalds	",1244,Tuesday,47,November,2008
18/11/2008,11:00,"Briggate at McDonalds	",1063,Tuesday,47,November,2008
18/11/2008,12:00,"Briggate at McDonalds	",741,Tuesday,47,November,2008
18/11/2008,13:00,"Briggate at McDonalds	",1709,Tuesday,47,November,2008
18/11/2008,14:00,"Briggate at McDonalds	",2009,Tuesday,47,November,2008
18/11/2008,15:00,"Briggate at McDonalds	",1962,Tuesday,47,November,2008
18/11/2008,16:00,"Briggate at McDonalds	",1757,Tuesday,47,November,2008
18/11/2008,17:00,"Briggate at McDonalds	",1405,Tuesday,47,November,2008
18/11/2008,18:00,"Briggate at McDonalds	",935,Tuesday,47,November,2008
18/11/2008,19:00,"Briggate at McDonalds	",435,Tuesday,47,November,2008
18/11/2008,20:00,"Briggate at McDonalds	",329,Tuesday,47,November,2008
18/11/2008,21:00,"Briggate at McDonalds	",279,Tuesday,47,November,2008
18/11/2008,22:00,"Briggate at McDonalds	",221,Tuesday,47,November,2008
18/11/2008,23:00,"Briggate at McDonalds	",111,Tuesday,47,November,2008
19/11/2008,00:00,"Briggate at McDonalds	",73,Wednesday,47,November,2008
19/11/2008,01:00,"Briggate at McDonalds	",56,Wednesday,47,November,2008
19/11/2008,02:00,"Briggate at McDonalds	",74,Wednesday,47,November,2008
19/11/2008,03:00,"Briggate at McDonalds	",32,Wednesday,47,November,2008
19/11/2008,04:00,"Briggate at McDonalds	",33,Wednesday,47,November,2008
19/11/2008,05:00,"Briggate at McDonalds	",16,Wednesday,47,November,2008
19/11/2008,06:00,"Briggate at McDonalds	",46,Wednesday,47,November,2008
19/11/2008,07:00,"Briggate at McDonalds	",244,Wednesday,47,November,2008
19/11/2008,08:00,"Briggate at McDonalds	",630,Wednesday,47,November,2008
19/11/2008,09:00,"Briggate at McDonalds	",637,Wednesday,47,November,2008
19/11/2008,10:00,"Briggate at McDonalds	",1021,Wednesday,47,November,2008
19/11/2008,11:00,"Briggate at McDonalds	",1713,Wednesday,47,November,2008
19/11/2008,12:00,"Briggate at McDonalds	",2307,Wednesday,47,November,2008
19/11/2008,13:00,"Briggate at McDonalds	",2429,Wednesday,47,November,2008
19/11/2008,14:00,"Briggate at McDonalds	",2097,Wednesday,47,November,2008
19/11/2008,15:00,"Briggate at McDonalds	",1945,Wednesday,47,November,2008
19/11/2008,16:00,"Briggate at McDonalds	",1652,Wednesday,47,November,2008
19/11/2008,17:00,"Briggate at McDonalds	",1313,Wednesday,47,November,2008
19/11/2008,18:00,"Briggate at McDonalds	",964,Wednesday,47,November,2008
19/11/2008,19:00,"Briggate at McDonalds	",508,Wednesday,47,November,2008
19/11/2008,20:00,"Briggate at McDonalds	",396,Wednesday,47,November,2008
19/11/2008,21:00,"Briggate at McDonalds	",298,Wednesday,47,November,2008
19/11/2008,22:00,"Briggate at McDonalds	",255,Wednesday,47,November,2008
19/11/2008,23:00,"Briggate at McDonalds	",157,Wednesday,47,November,2008
20/11/2008,00:00,"Briggate at McDonalds	",73,Thursday,47,November,2008
20/11/2008,01:00,"Briggate at McDonalds	",54,Thursday,47,November,2008
20/11/2008,02:00,"Briggate at McDonalds	",86,Thursday,47,November,2008
20/11/2008,03:00,"Briggate at McDonalds	",57,Thursday,47,November,2008
20/11/2008,04:00,"Briggate at McDonalds	",9,Thursday,47,November,2008
20/11/2008,05:00,"Briggate at McDonalds	",25,Thursday,47,November,2008
20/11/2008,06:00,"Briggate at McDonalds	",69,Thursday,47,November,2008
20/11/2008,07:00,"Briggate at McDonalds	",255,Thursday,47,November,2008
20/11/2008,08:00,"Briggate at McDonalds	",626,Thursday,47,November,2008
20/11/2008,09:00,"Briggate at McDonalds	",622,Thursday,47,November,2008
20/11/2008,10:00,"Briggate at McDonalds	",1161,Thursday,47,November,2008
20/11/2008,11:00,"Briggate at McDonalds	",1842,Thursday,47,November,2008
20/11/2008,12:00,"Briggate at McDonalds	",2186,Thursday,47,November,2008
20/11/2008,13:00,"Briggate at McDonalds	",2407,Thursday,47,November,2008
20/11/2008,14:00,"Briggate at McDonalds	",2139,Thursday,47,November,2008
20/11/2008,15:00,"Briggate at McDonalds	",2034,Thursday,47,November,2008
20/11/2008,16:00,"Briggate at McDonalds	",1826,Thursday,47,November,2008
20/11/2008,17:00,"Briggate at McDonalds	",1648,Thursday,47,November,2008
20/11/2008,18:00,"Briggate at McDonalds	",1387,Thursday,47,November,2008
20/11/2008,19:00,"Briggate at McDonalds	",953,Thursday,47,November,2008
20/11/2008,20:00,"Briggate at McDonalds	",569,Thursday,47,November,2008
20/11/2008,21:00,"Briggate at McDonalds	",346,Thursday,47,November,2008
20/11/2008,22:00,"Briggate at McDonalds	",271,Thursday,47,November,2008
20/11/2008,23:00,"Briggate at McDonalds	",195,Thursday,47,November,2008
21/11/2008,00:00,"Briggate at McDonalds	",127,Friday,47,November,2008
21/11/2008,01:00,"Briggate at McDonalds	",64,Friday,47,November,2008
21/11/2008,02:00,"Briggate at McDonalds	",132,Friday,47,November,2008
21/11/2008,03:00,"Briggate at McDonalds	",118,Friday,47,November,2008
21/11/2008,04:00,"Briggate at McDonalds	",21,Friday,47,November,2008
21/11/2008,05:00,"Briggate at McDonalds	",33,Friday,47,November,2008
21/11/2008,06:00,"Briggate at McDonalds	",40,Friday,47,November,2008
21/11/2008,07:00,"Briggate at McDonalds	",268,Friday,47,November,2008
21/11/2008,08:00,"Briggate at McDonalds	",602,Friday,47,November,2008
21/11/2008,09:00,"Briggate at McDonalds	",711,Friday,47,November,2008
21/11/2008,10:00,"Briggate at McDonalds	",1268,Friday,47,November,2008
21/11/2008,11:00,"Briggate at McDonalds	",1927,Friday,47,November,2008
21/11/2008,12:00,"Briggate at McDonalds	",2338,Friday,47,November,2008
21/11/2008,13:00,"Briggate at McDonalds	",2519,Friday,47,November,2008
21/11/2008,14:00,"Briggate at McDonalds	",2394,Friday,47,November,2008
21/11/2008,15:00,"Briggate at McDonalds	",2188,Friday,47,November,2008
21/11/2008,16:00,"Briggate at McDonalds	",1910,Friday,47,November,2008
21/11/2008,17:00,"Briggate at McDonalds	",1585,Friday,47,November,2008
21/11/2008,18:00,"Briggate at McDonalds	",1047,Friday,47,November,2008
21/11/2008,19:00,"Briggate at McDonalds	",612,Friday,47,November,2008
21/11/2008,20:00,"Briggate at McDonalds	",447,Friday,47,November,2008
21/11/2008,21:00,"Briggate at McDonalds	",416,Friday,47,November,2008
21/11/2008,22:00,"Briggate at McDonalds	",361,Friday,47,November,2008
21/11/2008,23:00,"Briggate at McDonalds	",266,Friday,47,November,2008
22/11/2008,00:00,"Briggate at McDonalds	",195,Saturday,47,November,2008
22/11/2008,01:00,"Briggate at McDonalds	",152,Saturday,47,November,2008
22/11/2008,02:00,"Briggate at McDonalds	",112,Saturday,47,November,2008
22/11/2008,03:00,"Briggate at McDonalds	",96,Saturday,47,November,2008
22/11/2008,04:00,"Briggate at McDonalds	",51,Saturday,47,November,2008
22/11/2008,05:00,"Briggate at McDonalds	",18,Saturday,47,November,2008
22/11/2008,06:00,"Briggate at McDonalds	",37,Saturday,47,November,2008
22/11/2008,07:00,"Briggate at McDonalds	",143,Saturday,47,November,2008
22/11/2008,08:00,"Briggate at McDonalds	",408,Saturday,47,November,2008
22/11/2008,09:00,"Briggate at McDonalds	",949,Saturday,47,November,2008
22/11/2008,10:00,"Briggate at McDonalds	",1838,Saturday,47,November,2008
22/11/2008,11:00,"Briggate at McDonalds	",1272,Saturday,47,November,2008
22/11/2008,12:00,"Briggate at McDonalds	",1080,Saturday,47,November,2008
22/11/2008,13:00,"Briggate at McDonalds	",1571,Saturday,47,November,2008
22/11/2008,14:00,"Briggate at McDonalds	",1978,Saturday,47,November,2008
22/11/2008,15:00,"Briggate at McDonalds	",1993,Saturday,47,November,2008
22/11/2008,16:00,"Briggate at McDonalds	",1944,Saturday,47,November,2008
22/11/2008,17:00,"Briggate at McDonalds	",1745,Saturday,47,November,2008
22/11/2008,18:00,"Briggate at McDonalds	",1032,Saturday,47,November,2008
22/11/2008,19:00,"Briggate at McDonalds	",588,Saturday,47,November,2008
22/11/2008,20:00,"Briggate at McDonalds	",414,Saturday,47,November,2008
22/11/2008,21:00,"Briggate at McDonalds	",384,Saturday,47,November,2008
22/11/2008,22:00,"Briggate at McDonalds	",366,Saturday,47,November,2008
22/11/2008,23:00,"Briggate at McDonalds	",365,Saturday,47,November,2008
23/11/2008,00:00,"Briggate at McDonalds	",167,Sunday,47,November,2008
23/11/2008,01:00,"Briggate at McDonalds	",186,Sunday,47,November,2008
23/11/2008,02:00,"Briggate at McDonalds	",94,Sunday,47,November,2008
23/11/2008,03:00,"Briggate at McDonalds	",109,Sunday,47,November,2008
23/11/2008,04:00,"Briggate at McDonalds	",67,Sunday,47,November,2008
23/11/2008,05:00,"Briggate at McDonalds	",9,Sunday,47,November,2008
23/11/2008,06:00,"Briggate at McDonalds	",10,Sunday,47,November,2008
23/11/2008,07:00,"Briggate at McDonalds	",14,Sunday,47,November,2008
23/11/2008,08:00,"Briggate at McDonalds	",111,Sunday,47,November,2008
23/11/2008,09:00,"Briggate at McDonalds	",370,Sunday,47,November,2008
23/11/2008,10:00,"Briggate at McDonalds	",753,Sunday,47,November,2008
23/11/2008,11:00,"Briggate at McDonalds	",1045,Sunday,47,November,2008
23/11/2008,12:00,"Briggate at McDonalds	",729,Sunday,47,November,2008
23/11/2008,13:00,"Briggate at McDonalds	",1859,Sunday,47,November,2008
23/11/2008,14:00,"Briggate at McDonalds	",2204,Sunday,47,November,2008
23/11/2008,15:00,"Briggate at McDonalds	",2000,Sunday,47,November,2008
23/11/2008,16:00,"Briggate at McDonalds	",1450,Sunday,47,November,2008
23/11/2008,17:00,"Briggate at McDonalds	",711,Sunday,47,November,2008
23/11/2008,18:00,"Briggate at McDonalds	",372,Sunday,47,November,2008
23/11/2008,19:00,"Briggate at McDonalds	",209,Sunday,47,November,2008
23/11/2008,20:00,"Briggate at McDonalds	",158,Sunday,47,November,2008
23/11/2008,21:00,"Briggate at McDonalds	",111,Sunday,47,November,2008
23/11/2008,22:00,"Briggate at McDonalds	",153,Sunday,47,November,2008
23/11/2008,23:00,"Briggate at McDonalds	",56,Sunday,47,November,2008
24/11/2008,00:00,"Briggate at McDonalds	",33,Monday,48,November,2008
24/11/2008,01:00,"Briggate at McDonalds	",22,Monday,48,November,2008
24/11/2008,02:00,"Briggate at McDonalds	",11,Monday,48,November,2008
24/11/2008,03:00,"Briggate at McDonalds	",9,Monday,48,November,2008
24/11/2008,04:00,"Briggate at McDonalds	",8,Monday,48,November,2008
24/11/2008,05:00,"Briggate at McDonalds	",11,Monday,48,November,2008
24/11/2008,06:00,"Briggate at McDonalds	",89,Monday,48,November,2008
24/11/2008,07:00,"Briggate at McDonalds	",233,Monday,48,November,2008
24/11/2008,08:00,"Briggate at McDonalds	",601,Monday,48,November,2008
24/11/2008,09:00,"Briggate at McDonalds	",716,Monday,48,November,2008
24/11/2008,10:00,"Briggate at McDonalds	",1205,Monday,48,November,2008
24/11/2008,11:00,"Briggate at McDonalds	",1783,Monday,48,November,2008
24/11/2008,12:00,"Briggate at McDonalds	",2294,Monday,48,November,2008
24/11/2008,13:00,"Briggate at McDonalds	",2379,Monday,48,November,2008
24/11/2008,14:00,"Briggate at McDonalds	",2037,Monday,48,November,2008
24/11/2008,15:00,"Briggate at McDonalds	",1656,Monday,48,November,2008
24/11/2008,16:00,"Briggate at McDonalds	",1161,Monday,48,November,2008
24/11/2008,17:00,"Briggate at McDonalds	",802,Monday,48,November,2008
24/11/2008,18:00,"Briggate at McDonalds	",393,Monday,48,November,2008
24/11/2008,19:00,"Briggate at McDonalds	",168,Monday,48,November,2008
24/11/2008,20:00,"Briggate at McDonalds	",138,Monday,48,November,2008
24/11/2008,21:00,"Briggate at McDonalds	",134,Monday,48,November,2008
24/11/2008,22:00,"Briggate at McDonalds	",113,Monday,48,November,2008
24/11/2008,23:00,"Briggate at McDonalds	",67,Monday,48,November,2008
25/11/2008,00:00,"Briggate at McDonalds	",28,Tuesday,48,November,2008
25/11/2008,01:00,"Briggate at McDonalds	",55,Tuesday,48,November,2008
25/11/2008,02:00,"Briggate at McDonalds	",58,Tuesday,48,November,2008
25/11/2008,03:00,"Briggate at McDonalds	",26,Tuesday,48,November,2008
25/11/2008,04:00,"Briggate at McDonalds	",11,Tuesday,48,November,2008
25/11/2008,05:00,"Briggate at McDonalds	",17,Tuesday,48,November,2008
25/11/2008,06:00,"Briggate at McDonalds	",48,Tuesday,48,November,2008
25/11/2008,07:00,"Briggate at McDonalds	",251,Tuesday,48,November,2008
25/11/2008,08:00,"Briggate at McDonalds	",610,Tuesday,48,November,2008
25/11/2008,09:00,"Briggate at McDonalds	",620,Tuesday,48,November,2008
25/11/2008,10:00,"Briggate at McDonalds	",1147,Tuesday,48,November,2008
25/11/2008,11:00,"Briggate at McDonalds	",1300,Tuesday,48,November,2008
25/11/2008,12:00,"Briggate at McDonalds	",1441,Tuesday,48,November,2008
